date,nbr_mean,ndvi_mean
2021-04-01,0.2245769983093521,0.40432276682741375
2021-04-02,0.2605604788696583,0.332883434535606
2021-04-03,0.25351158432574317,0.18855717770889288
2021-04-04,0.3276725784586923,0.2999091588111033
2021-04-05,0.1594819094994561,0.3715990776653946
2021-04-06,0.2566471978758897,0.459550450177485
2021-04-07,0.182462620118068,0.346970293136726
2021-04-08,0.21970504491851775,0.45061330582063
2021-04-09,0.18331881771901612,0.40879259875828733
2021-04-10,0.17852304496398394,0.4257273032371755
2021-04-11,0.22103021098286196,0.43475829646457914
2021-04-12,0.143862416836078,0.3959658222424224
2021-04-13,0.2525967532766267,0.45047716382599323
2021-04-14,0.15960878094483635,0.37878906367795917
2021-04-15,0.19364945030079975,0.40726582907764025
2021-04-16,0.16059463233202798,0.39557131648470734
2021-04-17,0.19314274984164548,0.4475501556952592
2021-04-18,0.192863716747109,0.4318266188890261
2021-04-19,0.17509920451585695,0.40326263356447695
2021-04-20,0.5370376318706036,0.11052182486197287
2021-04-21,0.12847961865074572,0.4030341096013183
2021-04-22,0.25185433177593103,0.4846967058801358
2021-04-23,0.1564280766874734,0.38373157666955754
2021-04-24,0.4927337699580714,0.059389647266855604
2021-04-25,0.7179444595236759,0.010703184202666678
2021-04-26,0.43758850228845575,0.09755985230110771
2021-04-27,0.32465028068475293,0.467370526138525
2021-04-28,0.1699912200387052,0.4251913513547668
2021-04-29,0.3142794907938613,0.36950041001532696
2021-04-30,0.25749097942145294,0.29491951074171097
2021-05-01,0.32104469767893573,0.2529591713665681
2021-05-02,0.2369138955178235,0.2408862716790662
2021-05-03,0.21892469338653825,0.49080604628429086
2021-05-04,0.21856796853143393,0.4604598527463409
2021-05-05,0.17742153562183663,0.4547259768363434
2021-05-06,0.3015920906204123,0.24018211664667136
2021-05-07,0.14777636514625042,0.4302864627044982
2021-05-08,0.38737024858942737,0.2925607990353419
2021-05-09,0.2010220224910568,0.2591399130509642
2021-05-10,0.2785502431775097,0.4921441396475195
2021-05-11,0.20574578418003225,0.45802012078705023
2021-05-12,0.207619186497786,0.48340113551522595
2021-05-13,0.2653932245373111,0.49472871497743576
2021-05-14,0.38981546899451264,0.27739540182099864
2021-05-15,0.3305110471252585,0.3609319693798986
2021-05-16,0.15267775846030524,0.4317482313690397
2021-05-17,0.2945962586711848,0.5416983714816309
2021-05-18,0.1933968967345756,0.44849928991507804
2021-05-19,0.24316308493654487,0.3175611037876999
2021-05-20,0.2813280287892133,0.11090665501352277
2021-05-21,0.3435435555736765,0.07348950670751143
2021-05-22,0.3340961429211061,0.020202718687225268
2021-05-23,0.260156234355331,0.08643786935331961
2021-05-24,0.2822992987539611,0.3132046618484704
2021-05-25,0.24544551387573738,0.30465243493590355
2021-05-26,0.27233175730022774,0.5271054873335449
2021-05-27,0.22630438560553837,0.3481635128847573
2021-05-28,0.21412920328076546,0.49441037707218793
2021-05-29,0.27209851053275325,0.5031628889847931
2021-05-30,0.18947836767742676,0.44465898602686604
2021-05-31,0.32052346003187066,0.5326137379902246
2021-06-01,0.1573065967032999,0.4314404614637382
2021-06-02,0.29589258194421053,0.5382783732863036
2021-06-03,0.19339424145724732,0.4472138592051209
2021-06-04,0.24463461153547292,0.5093836959395184
2021-06-05,0.24430859965145985,0.4769104287228399
2021-06-06,0.22019305752900017,0.3781242439341768
2021-06-07,0.26139214639802827,0.4021046625319582
2021-06-08,0.25627636079263,0.192503650190367
2021-06-09,0.34415386575099394,0.14786330091845265
2021-06-10,0.16388183245797885,0.3240276441550797
2021-06-11,0.4364001534297528,0.11462300080150217
2021-06-12,0.20260043392703125,0.30910576800516026
2021-06-13,0.21391840082458846,0.4257023501047272
2021-06-14,0.2933751127899627,0.2306865746008093
2021-06-15,0.1649829155940985,0.40768482503088127
2021-06-16,0.3086229966608941,0.5172543535773207
2021-06-17,0.14532019098093957,0.4189423996748794
2021-06-18,0.2742235857288346,0.5265708840681874
2021-06-19,0.17461520659259774,0.4314372835705194
2021-06-20,0.22152070922189745,0.4922635469062546
2021-06-21,0.23263777726429574,0.4372547095531065
2021-06-22,0.2115485067596623,0.43526687440040035
2021-06-23,0.2818577404651861,0.4990006402050786
2021-06-24,0.16014652915330654,0.37484912402940956
2021-06-25,0.29919250512034656,0.5385330081419046
2021-06-26,0.15290928431932127,0.41926877421752623
2021-06-27,0.2443133749674154,0.5026603853699653
2021-06-28,0.1979234365222817,0.4478224456462664
2021-06-29,0.19666839190699864,0.46959300939224213
2021-06-30,0.2612523677783441,0.4931099666849789
2021-07-01,0.17100819663688566,0.4611112196174526
2021-07-02,0.30591747538909325,0.507794867092938
2021-07-03,0.18945596646868113,0.38686053402557624
2021-07-04,0.3254097662749222,0.4797026876940736
2021-07-05,0.17355239120996604,0.42870601495304594
