date,mean_ndvi
2021-07-28,5413.091266050254
2021-08-13,5162.334061057266
2021-08-29,5116.782998510182
2021-09-14,5161.610820079991
2021-09-30,5010.893448736223
2021-10-16,5347.243742208454
