date,mean_ndvi
2020-09-13,4250.380401587217
2020-09-29,4236.198693725726
2020-10-15,4087.5284650683857
2020-10-31,4201.588703382832
2020-11-16,4193.294834855575
2020-12-02,4294.4686588643335
2020-12-18,3251.2409386736185
