date,dewpoint_2m_temperature,maximum_2m_air_temperature,mean_2m_air_temperature,mean_sea_level_pressure,minimum_2m_air_temperature,relative_humidity,surface_pressure,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction,wind_speed
2020-06-01,6.489803599285892,18.538998294133023,13.746487256532134,101545.26114646338,9.879102694603773,62.08635395631475,82765.13623834425,0.000403772973235176,0.2926942319703108,1.0401777166847244,22.019134768896688,1.2156012140062082
2020-06-02,6.058198198708112,23.724442336379866,15.102386810959047,101682.4438686576,7.498674411158447,55.05872454835214,82984.46806483116,0.0001490221525322125,-0.08488862638133923,0.17574225442794772,24.16322158640378,0.46509035338075116
2020-06-03,4.961932928844249,26.204646057210937,18.637059517316914,101795.89750819055,10.357369328570712,40.91302774816649,83173.89944031418,9.258454214901693e-05,0.2400576573213242,0.13591467849697458,-11.632809275033926,0.5222409265433668
2020-06-04,4.068680197192862,26.849460692046762,19.23804904363493,101330.54744203629,10.003892845235953,37.13382278755495,82817.65303416918,9.977179692096768e-05,0.7241964529528814,-0.20645857489823055,113.65893026705773,0.9140406557776267
2020-06-05,4.2128822347170285,26.647125160053292,17.745744098130103,100817.59829941616,11.010215921299505,41.12122174071199,82368.64734805527,0.0002634410992995786,0.9642462611238481,0.4096073572503864,69.2159796189238,1.1197214158010964
2020-06-06,3.795387665943508,18.731131161925646,12.410966143044163,101073.21036258822,8.090475305946995,56.44838996130258,82320.47446236559,0.00014365746474434291,1.9566740162910956,0.8745680852688008,65.8036473913907,2.2024640094876045
2020-06-07,-1.0967474106818713,13.969586072942263,7.918694627413117,101537.87614982358,2.844812616737954,53.401783940465755,82525.08725533435,8.11292087629197e-06,2.4926302108953724,0.31273407351365823,82.73036088571035,2.6300683435427743
2020-06-08,-4.658138892471072,16.968058655851678,7.7059300822597265,101912.59944923976,1.0236935338666058,41.597526102507345,82835.6085559476,1.0211376212937857e-07,0.6165834274309624,-0.9676506155050333,90.77158752275439,1.3200535680693244
2020-06-09,-1.3389245945919583,21.27093760992892,12.102894309259284,102138.95869035619,2.964177416729683,39.66766925949451,83272.01303658434,1.5444206123951305e-05,0.4720788416252422,-0.184774844345176,85.74599128444792,0.599278088605654
2020-06-10,3.483844498665121,23.066847440247898,15.521967937100385,101952.26993552587,7.3025906142369195,45.01694359428425,83208.76506321403,0.00026214631682422055,0.38088634237146274,0.10602136025072564,71.70358659517484,0.46882981894566356
2020-06-11,1.9545102150210028,24.7361862920946,17.115910835676345,101756.62009618616,8.388604336400192,36.46499231724252,83091.0453314012,0.0,0.44108833845514517,0.7686267238090276,7.081291579735131,0.9836990323246719
2020-06-12,1.6005395848264357,24.23295438212739,16.022953738961235,101657.50045415408,10.614472417934053,38.152317844878255,82945.5185966902,0.0012207485639029534,0.3901970149578041,1.9724994524912813,13.807175080551282,2.084940745796491
2020-06-13,2.7468539289249065,14.562587243767155,9.21924250407892,101692.14043598791,4.253523424620312,64.51915219744822,82733.94147712954,0.004970767451400158,1.4332402653150982,0.925304930068813,58.83375029075399,1.8976554827959409
2020-06-14,1.7102979824107365,19.896875287127784,11.32453397320171,101495.49648752522,3.371008183879269,52.039720889041064,82697.20306462114,0.0,0.9925644112530577,-0.047543024599191644,89.07439868642317,1.0436701248696114
2020-06-15,5.795422644256291,20.676454511252814,14.680154490727261,101529.5510673933,7.558182663045898,55.667410085624866,82850.46794407342,0.0,1.1180733346971132,0.06476617976522415,85.03858613660947,1.1666044510180549
