date,nbr_mean,ndvi_mean
2018-08-01,,
2018-08-02,0.5286509640251031,0.5419169896767532
2018-08-03,0.5156802866825656,0.5595019490144737
2018-08-04,0.5678232962425805,0.6318129929699711
2018-08-05,0.4702283746401373,0.5756122397655214
2018-08-06,0.6202355462002966,0.5633100401029798
2018-08-07,0.5032948561440478,0.6320143516270194
2018-08-08,0.5828705047274075,0.656157420262206
2018-08-09,0.5397656954194606,0.6438516224057352
2018-08-10,0.5340322841673488,0.6295344008011785
2018-08-11,0.5680004453953796,0.6467114622410255
2018-08-12,0.4897532370954432,0.6013638350797853
2018-08-13,0.5956154433733688,0.6680531988649584
2018-08-14,0.4240492218651884,0.5065765259881931
2018-08-15,0.5744157376851622,0.6498782079460724
2018-08-16,0.5047355188957966,0.6027173113390678
2018-08-17,0.537022249587165,0.6283091252218435
2018-08-18,0.5176266640725575,0.5622775055606285
2018-08-19,0.4981645814789687,0.603206771819494
2018-08-20,0.5695818748674344,0.6374888533439872
2018-08-21,0.4838357619881497,0.5935896248175503
2018-08-22,0.5903584286807789,0.6389573873359153
2018-08-23,0.48504764885072255,0.5940054286696953
2018-08-24,0.5619426437177443,0.6201732542586802
2018-08-25,0.5153203739581786,0.6167385403310744
2018-08-26,0.5272823352712117,0.6052942114947008
2018-08-27,0.5389792475101953,0.5895822423665296
2018-08-28,0.4873768927850073,0.5882161216609655
2018-08-29,0.5694456382570863,0.5688915510385565
2018-08-30,0.48257563905073325,0.5806368758293371
2018-08-31,0.5621400037803038,0.6316951457884346
2018-09-01,0.5060278726380159,0.5942026256782498
2018-09-02,0.5343838208813082,0.6159413707801953
2018-09-03,0.530594050671977,0.5998841053453087
2018-09-04,0.503541406343609,0.5890810124651749
2018-09-05,0.564677579549149,0.6161265121485764
2018-09-06,0.48647445922566723,0.5787900911455183
2018-09-07,0.5740522012180397,0.6369422244626676
2018-09-08,0.5024254526911384,0.5256131190938095
2018-09-09,0.5505521434649034,0.3572881265936065
2018-09-10,0.5138776448917124,0.5855249769387643
2018-09-11,0.50530568605099,0.5923910934733352
2018-09-12,0.40558802909998,0.40016953998027194
2018-09-13,0.48370925038865,0.5751991230240165
2018-09-14,0.5561393335419313,0.5304740079144973
2018-09-15,0.4116408510938862,0.4911409517334124
2018-09-16,0.5512691524295705,0.6199745212534123
2018-09-17,0.4967851802625147,0.5787161231676718
2018-09-18,0.521934169095996,0.5973007395425362
2018-09-19,0.5151016022064042,0.5729427871393921
2018-09-20,0.4890336749014767,0.5739070897823264
2018-09-21,0.5476850270208289,0.5935945796149553
2018-09-22,0.48434763007946824,0.5208195063939138
2018-09-23,0.5552343396707606,0.6115817394616734
2018-09-24,0.48136819265300895,0.5646190466078983
2018-09-25,0.5229399289166898,0.5913113364141853
2018-09-26,0.4969665836883916,0.5653369808025652
2018-09-27,0.5012804295049824,0.5616077918451498
2018-09-28,0.5229698975580188,0.3606909486773198
2018-09-29,0.47827663305568746,0.5000104081146607
2018-09-30,0.48760672304956276,0.538535248265803
2018-10-01,0.6481378148964844,0.10284932934945697
2018-10-02,0.5554765466385434,0.5533021418850128
2018-10-03,0.2920763746358427,0.1574960628884571
2018-10-04,0.4772290295339392,0.04378634461366908
2018-10-05,0.5311223635844151,0.5664949372857488
2018-10-06,0.43674010279904885,0.5205141002508018
2018-10-07,0.5279574469507885,0.6133247473580166
2018-10-08,,
2018-10-09,0.518809431790233,0.6023801940849609
2018-10-10,0.4011110393841202,0.37846171694979586
2018-10-11,0.47263230600425443,0.5563653123338395
2018-10-12,0.4733360901127063,0.5728864613041186
2018-10-13,0.4650440226792964,0.5762602979239643
2018-10-14,0.47345216336043483,0.5735998030451356
2018-10-15,0.4437930090037158,0.5621254150505617
2018-10-16,0.5120567372761283,0.6041488184443312
2018-10-17,0.4486597365386998,0.5528928862369245
2018-10-18,0.4963748814211711,0.585132471076188
2018-10-19,0.45991204449272083,0.5542480450162289
2018-10-20,0.47537222907789,0.5668111761664275
2018-10-21,0.4725672863811328,0.5462559247148245
2018-10-22,0.45756613117814043,0.548666082313087
2018-10-23,0.45300179580697575,0.21902376169467092
2018-10-24,0.44837599124433425,0.5312992703544573
2018-10-25,0.5087169535399888,0.5807614997022489
2018-10-26,0.438213099391832,0.41653103614522713
2018-10-27,0.4739185214990739,0.45060780169127207
2018-10-28,0.5649745290603819,0.11983847918827259
2018-10-29,,
2018-10-30,0.4752960718603069,0.5554748815169885
2018-10-31,0.4208491047728009,0.4199732470007543
2018-11-01,0.49708617273528455,0.5311881979224895
2018-11-02,0.4521926605361846,0.5218563697381703
2018-11-03,0.41753377876863196,0.36009768829311056
2018-11-04,0.47961049449180604,0.19295208068966052
2018-11-05,0.47490387896735553,0.55031541965273
2018-11-06,0.46777886730817286,0.5374821266892442
2018-11-07,0.4557694957326776,0.5358986414931479
